id	name
dvp_026_event_0	World War II
dvp_026_event_1	World War II
dvp_026_event_2	D-Day-Plus-10
dvp_026_event_3	D-Day
dvp_026_event_4	Vietnam [War]
dvp_026_event_5	Vietnam
dvp_026_event_6	World War II
dvp_026_event_7	Vietnam War
dvp_026_event_8	Vietnam War
dvp_026_event_9	Vietnam War
dvp_026_event_10	Tet Offensive
dvp_026_event_11	Tet Offensive
dvp_026_event_12	Tet Offensive
dvp_026_event_13	Tet Offensive
dvp_026_event_14	Tet Offensive
dvp_026_event_15	World War II
dvp_026_event_16	Vietnam
dvp_026_event_17	Vietnam
dvp_026_event_18	Korean War
dvp_026_event_19	World War II
dvp_026_event_20	Korean War
dvp_026_event_21	Paris Peace Treaty [Paris Peace Accords]
dvp_026_event_22	Saigon eventually fell
dvp_026_event_23	Vietnam War
dvp_026_event_24	Vietnam War
dvp_026_event_25	Vietnam
dvp_026_event_26	Vietnam War
dvp_026_event_27	Vietnam
dvp_026_event_28	Vietnam
dvp_026_event_29	Vietnam War
